name,gender,race
bitoo devi,f,indian
genda,f,indian
hemlata,f,indian
priyanka @ khushboo,f,indian
priyanka @ khushboo,f,indian
vidhya,f,indian
smt neelam,f,indian
jyoti,f,indian
aditya negi,f,indian
smt. rashni,f,indian
gajala,f,indian
kanta sharma,f,indian
ravinder kaur asha,f,indian
rukhsar,f,indian
manpreet kaur,f,indian
rehana praveen,f,indian
babli,f,indian
komal,f,indian
ritika,f,indian
ritu @ shallu,f,indian
meena,f,indian
kiran,f,indian
rakhi,f,indian
anita devi,f,indian
bhuri devi,f,indian
renu,f,indian
mamta,f,indian
preeti,f,indian
pooja,f,indian
amiraka,f,indian
,f,indian
malvika,f,indian
priti gujrati,f,indian
seema,f,indian
chanchal,f,indian
gotiya gurjar,f,indian
lalita devi,f,indian
pooja,f,indian
shveta,f,indian
,f,indian
reeta,f,indian
kavita,f,indian
yasmin,f,indian
nirvat,f,indian
monika,f,indian
pooja,f,indian
pooja,f,indian
divya,f,indian
aaysha,f,indian
preeti chaudhary,f,indian
reena,f,indian
shikha,f,indian
manisha,f,indian
sunita,f,indian
shahna,f,indian
dhapu bai,f,indian
anjali,f,indian
mausam,f,indian
jyoti,f,indian
neha,f,indian
varsha,f,indian
sarita devi,f,indian
priya,f,indian
ridhima,f,indian
naraini devi,f,indian
poonam,f,indian
sapna,f,indian
sunita,f,indian
smt shasi,f,indian
smt. lalita,f,indian
chinki kanwar,f,indian
naryani devi,f,indian
sita devi,f,indian
jyoti,f,indian
geeta,f,indian
rachna,f,indian
jagrti,f,indian
niti,f,indian
rekha,f,indian
manisha,f,indian
aarti,f,indian
kajol,f,indian
neelam,f,indian
pinky,f,indian
pinki,f,indian
tarun,f,indian
pooja,f,indian
km0 mamta,f,indian
sumirta,f,indian
laxami,f,indian
anjila,f,indian
smt. parvti devi,f,indian
mamta,f,indian
priyanka,f,indian
renuka,f,indian
anita,f,indian
kajal,f,indian
rajeshwari,f,indian
savina,f,indian
sapna,f,indian
shaifali,f,indian
ekta,f,indian
poonam @ neelam,f,indian
sunita,f,indian
tanya,f,indian
beauty dass,f,indian
aayana,f,indian
ranjana,f,indian
anju kumari,f,indian
shabina,f,indian
dipika,f,indian
urmila with child,f,indian
komal,f,indian
jyoti joshi,f,indian
smt vinod devi,f,indian
doli,f,indian
ruksana,f,indian
arti arora,f,indian
dimple,f,indian
khusbhu,f,indian
soni,f,indian
himansi,f,indian
sobha veshy,f,indian
nasim bano,f,indian
shaifali,f,indian
smt. nena devi,f,indian
sangeeta shah,f,indian
farhana,f,indian
santok luhar,f,indian
kajal,f,indian
bhawana,f,indian
rekha,f,indian
anuradha,f,indian
aaradhana @ priyanka,f,indian
harshita poswal,f,indian
laxmi,f,indian
nabila,f,indian
kavita devi,f,indian
reshma,f,indian
mamta@lalita,f,indian
shakuntala sharma,f,indian
santosh,f,indian
sony,f,indian
bobi,f,indian
aradhana @ radha,f,indian
baby,f,indian
seema,f,indian
nisha,f,indian
nisha @ ninu,f,indian
anuradha,f,indian
miss geeta salvi,f,indian
miss kamlesh,f,indian
indra,f,indian
smt. seema,f,indian
anuradha,f,indian
parvesh,f,indian
poonam,f,indian
marya,f,indian
laxmi,f,indian
rojmen,f,indian
komal kumari,f,indian
neha,f,indian
sugna,f,indian
radikha,f,indian
meeta sharma,f,indian
anuradha,f,indian
minakshi,f,indian
manpreet,f,indian
saniya,f,indian
savitri bai,f,indian
farheen,f,indian
naina,f,indian
shanichari,f,indian
komal,f,indian
monika  kanwar,f,indian
sangeeta @  pooja,f,indian
suman,f,indian
neha,f,indian
priyanka - pinki,f,indian
kumari ritu,f,indian
manisha,f,indian
krishna w/o hiralal,f,indian
iqrar,f,indian
gali no 5/4 samta vihar m. pur part ii delhi,f,indian
nisha,f,indian
reena,f,indian
tanvi raheja,f,indian
divya,f,indian
hema khatun,f,indian
neelam,f,indian
koshal,f,indian
sunita,f,indian
radha,f,indian
babita,f,indian
komal,f,indian
haseena,f,indian
rajkumari,f,indian
mamita,f,indian
payal,f,indian
soniya w/o jauhar,f,indian
meenakshi,f,indian
neetu,f,indian
tapsya tyagi,f,indian
pooja  d/o,f,indian
mrs. leela,f,indian
rekha,f,indian
anjali,f,indian
supriya,f,indian
pinki,f,indian
smt akhtri begam,f,indian
muskan,f,indian
gayatri,f,indian
ashanjali,f,indian
pooja,f,indian
marjina,f,indian
poonam yadav,f,indian
richa,f,indian
rizwana,f,indian
salmakhatun,f,indian
beera,f,indian
nargis,f,indian
malti,f,indian
rubi,f,indian
seema,f,indian
pooja taneja,f,indian
ramdulari @ gulabu,f,indian
sheela,f,indian
preeti,f,indian
jyoti,f,indian
kumari kanta @ kajal,f,indian
usha sen,f,indian
gauri,f,indian
"preeti d/o daulat ram r/o a-629, jj colony madipur",f,indian
preeti singh,f,indian
gajala parveen,f,indian
ruksana,f,indian
ranjana singh,f,indian
jayanti @ pooja,f,indian
neha parveen,f,indian
nashrin and her daughter jannat (both),f,indian
sagita@harsita,f,indian
hyatun mulla,f,indian
himani,f,indian
arti,f,indian
ms irshrat,f,indian
ms. deepa,f,indian
manisha @ mansi,f,indian
anita,f,indian
sunita,f,indian
suman,f,indian
firida,f,indian
neha,f,indian
salma,f,indian
maya devi,f,indian
disha,f,indian
rajwati,f,indian
manju,f,indian
priyak davi,f,indian
tuba fatima,f,indian
rekha,f,indian
smt kanchan devi,f,indian
radhabai,f,indian
renu rajawat,f,indian
pooja,f,indian
ramila bai,f,indian
najma  & asma,f,indian
najma  & asma,f,indian
sunita,f,indian
muskan,f,indian
noor subha @ heena,f,indian
sunita,f,indian
sunita,f,indian
sunita,f,indian
sunita,f,indian
payal,f,indian
devender kaur,f,indian
rekha,f,indian
shusila devi,f,indian
ameera lakra,f,indian
kavita,f,indian
sona,f,indian
neelam @ munni,f,indian
pooja,f,indian
vinita,f,indian
pooja gop,f,indian
pooja ( with child ),f,indian
mahadevi,f,indian
veenita,f,indian
poonam,f,indian
atta,f,indian
shivani :yadav @ shalu,f,indian
dhola bai,f,indian
vijeta sexana,f,indian
ku aachal,f,indian
sangeeta,f,indian
kajal @ shagun,f,indian
gudiya,f,indian
sajiya katun,f,indian
mooli,f,indian
paryanka,f,indian
rekha meena,f,indian
jyoti,f,indian
laxmi,f,indian
shanti,f,indian
nikita,f,indian
naveela,f,indian
sundga,f,indian
farzana,f,indian
mona,f,indian
gulnaj,f,indian
meena,f,indian
shahin,f,indian
kiran,f,indian
anita,f,indian
amrita,f,indian
marjina,f,indian
kamana devi,f,indian
ram kali,f,indian
chaya,f,indian
shanti devi,f,indian
babita,f,indian
komal,f,indian
yukilal,f,indian
urmila,f,indian
lalita,f,indian
smt sanjana,f,indian
shahin,f,indian
reena,f,indian
madhu,f,indian
miss leela,f,indian
aasha rani,f,indian
chandni,f,indian
rozi,f,indian
shanti,f,indian
joyti,f,indian
priyanka,f,indian
renu gupta,f,indian
krishna,f,indian
w/o kundan kumar,f,indian
chander prabha,f,indian
sushmita,f,indian
,f,indian
muskan,f,indian
paka kanda swamy,f,indian
sanju urf sanjya,f,indian
savitri,f,indian
muskan,f,indian
prinka jha,f,indian
parveen,f,indian
babita,f,indian
pinki,f,indian
rajni,f,indian
shipra,f,indian
km0 komal tomar,f,indian
sony @ madhubala,f,indian
mamta,f,indian
mamta,f,indian
sama,f,indian
jyoti,f,indian
aafrin,f,indian
gyaan kanwar,f,indian
sharda devi,f,indian
muskan,f,indian
manisha,f,indian
jyoti,f,indian
aarti,f,indian
manisha garg,f,indian
komal @ manju,f,indian
deepa,f,indian
versa,f,indian
huma @ nureen jahra,f,indian
aarti,f,indian
meena,f,indian
anjara @ vicky,f,indian
sarla,f,indian
meera devi,f,indian
masuma khatun @ manju,f,indian
poonam,f,indian
jinat,f,indian
sonali,f,indian
shivani,f,indian
deepika,f,indian
nisha,f,indian
pushpa,f,indian
urmila,f,indian
sunita bai,f,indian
ravina,f,indian
shivani,f,indian
sandhya,f,indian
smt. kavita,f,indian
jyoti,f,indian
smt sunita,f,indian
kumari priyanka,f,indian
shabana,f,indian
diksha or beby,f,indian
chameli,f,indian
anam,f,indian
preeti,f,indian
madhu,f,indian
chanda kumari,f,indian
payal,f,indian
rashi,f,indian
yogeshwari goyait,f,indian
sweta kumari,f,indian
sonu,f,indian
santi devi,f,indian
maya devi,f,indian
nisha,f,indian
nisha,f,indian
rakhi,f,indian
sweeti,f,indian
shital,f,indian
nosi,f,indian
nosi,f,indian
pinky verma,f,indian
geeta,f,indian
rita gupta,f,indian
safila,f,indian
robi,f,indian
kamlesh @ gordi,f,indian
pratibha,f,indian
aashi,f,indian
suman,f,indian
ladli,f,indian
partibha,f,indian
mangubai,f,indian
reena,f,indian
kusum,f,indian
rukhsar,f,indian
anita,f,indian
sabiya,f,indian
devi saraswati @ sapna,f,indian
raj rani,f,indian
reena jain,f,indian
sapna,f,indian
aarti,f,indian
harshita chobe,f,indian
simran,f,indian
komal panwar,f,indian
ravina,f,indian
kamlesh mehto,f,indian
shanti devi,f,indian
simmy m.no.-7206252659.,f,indian
rakhi,f,indian
ku. meena,f,indian
tulsi parashar,f,indian
smt. asha,f,indian
meenakshi,f,indian
rekha,f,indian
poonam,f,indian
anita,f,indian
ekta,f,indian
bharti,f,indian
maya,f,indian
rubi,f,indian
shanti,f,indian
chanda,f,indian
anjali,f,indian
neha,f,indian
kiran,f,indian
smt.sushil w/o fateh singh,f,indian
,f,indian
anjli,f,indian
rekha urf annu,f,indian
babita,f,indian
chandra kala,f,indian
yogita,f,indian
khusbu,f,indian
sonali haldar,f,indian
urmila,f,indian
laxmi,f,indian
neeru,f,indian
manju kumari kalbi,f,indian
kiran,f,indian
smt munna kumari,f,indian
maya kvr,f,indian
shalu,f,indian
asha,f,indian
ganga devi,f,indian
ashwani chhabra,f,indian
bhumika chettri,f,indian
parveen,f,indian
asharani,f,indian
arsi praveen,f,indian
mamta,f,indian
gauri,f,indian
gayatri devi,f,indian
munna kawar,f,indian
sonia,f,indian
seeta,f,indian
deepa,f,indian
sarita,f,indian
mamta,f,indian
mansi,f,indian
ramesh roat,f,indian
kanku dendor meena,f,indian
varisha,f,indian
payal,f,indian
kavita,f,indian
bindu,f,indian
anita,f,indian
bhawna,f,indian
suman,f,indian
bindu devi,f,indian
vandita,f,indian
niru,f,indian
jagviri,f,indian
pushpa,f,indian
sangeeta mishra,f,indian
sanju,f,indian
bhuri vishnaw,f,indian
samreen,f,indian
saveena,f,indian
ramkali,f,indian
bindu,f,indian
manisha,f,indian
mona,f,indian
savita devi w/o sandeep patel,f,indian
tarannum @ arshi,f,indian
smariti,f,indian
savitri devi,f,indian
mamta,f,indian
roshni khan,f,indian
pooja,f,indian
tahira,f,indian
rubo kumari,f,indian
pooja,f,indian
dulari,f,indian
monika tyagi,f,indian
kali devi,f,indian
nand kanvari,f,indian
rashmi,f,indian
sayara,f,indian
kiran,f,indian
pooja bhandari,f,indian
tyara,f,indian
sudama,f,indian
sushila,f,indian
gyarsi,f,indian
sonia,f,indian
seema,f,indian
neha,f,indian
bala devi,f,indian
julekha banu @ sitara,f,indian
suman,f,indian
urvarshi,f,indian
renu,f,indian
kalpna,f,indian
nagma,f,indian
aarti,f,indian
geetu,f,indian
nandani,f,indian
bahalen angriya,f,indian
priya,f,indian
rashmi,f,indian
bhavana,f,indian
sangeeta,f,indian
abida,f,indian
anju,f,indian
kumkum,f,indian
kajal,f,indian
jyoti kumari,f,indian
anju,f,indian
renu,f,indian
manoj kanwar,f,indian
guni divy,f,indian
asha devi,f,indian
kali charan,f,indian
nazreen,f,indian
rajni,f,indian
rajni,f,indian
rinki,f,indian
sameena,f,indian
nirmala,f,indian
ankita singh,f,indian
smt. savita,f,indian
shima,f,indian
smt ganga,f,indian
smt sanju,f,indian
sonu,f,indian
saaniya,f,indian
pratibha,f,indian
dixya kanwar,f,indian
sapna,f,indian
raminder kaur,f,indian
monika,f,indian
aaysha,f,indian
sikha,f,indian
kajal,f,indian
ragni,f,indian
rachna,f,indian
gurpreet,f,indian
nena,f,indian
bimla,f,indian
aaysha,f,indian
anju naagar,f,indian
gaytri devi,f,indian
rani,f,indian
preeti,f,indian
shiwani,f,indian
kusum,f,indian
rita devi,f,indian
radha,f,indian
manju,f,indian
deepanshi,f,indian
narbda,f,indian
neetu,f,indian
ganga,f,indian
mamta,f,indian
asmit kaur,f,indian
kumari reshma,f,indian
pinki,f,indian
preti,f,indian
priti,f,indian
puja,f,indian
kanta,f,indian
sima,f,indian
eshavarya @ prachi,f,indian
komal,f,indian
bhawna,f,indian
sapna,f,indian
anarkali,f,indian
rajni,f,indian
sunita,f,indian
manlisa bairwa,f,indian
afarin,f,indian
bhagya shree,f,indian
komal,f,indian
afsana,f,indian
alema,f,indian
kajal,f,indian
sudha,f,indian
risabh,f,indian
bhumika,f,indian
babita,f,indian
paro,f,indian
pinky,f,indian
ritu,f,indian
sapana sharma,f,indian
chandra,f,indian
muskan,f,indian
bhawana,f,indian
shivani,f,indian
ambika panwan,f,indian
monika,f,indian
yashmin,f,indian
rachna,f,indian
heena,f,indian
lalita,f,indian
bhagwati,f,indian
reena,f,indian
manisha,f,indian
kusum,f,indian
sumalia,f,indian
soniya,f,indian
reetima,f,indian
dharma devi,f,indian
manju,f,indian
shanti devi,f,indian
neha,f,indian
sunita,f,indian
mamta jha,f,indian
sangeeta,f,indian
anju,f,indian
joyti sharma,f,indian
hadisha,f,indian
suhani singhal,f,indian
meenu,f,indian
pooja,f,indian
deepika,f,indian
sangeeta devi,f,indian
rupa,f,indian
barti,f,indian
poonam sharma,f,indian
onginye gift okofor,f,indian
vimla,f,indian
reenu,f,indian
yashoda,f,indian
kumari manjeet,f,indian
anju devi,f,indian
sharda,f,indian
nazahat,f,indian
neelam,f,indian
smt. shakuntala,f,indian
asha & harshita,f,indian
nency,f,indian
chanderkala,f,indian
mamta negi,f,indian
kawal kumari,f,indian
lad bai,f,indian
bhawna,f,indian
farzana,f,indian
sarika panjawani,f,indian
gudiya,f,indian
smt kamlesh,f,indian
durgesh,f,indian
jyoti,f,indian
sanna,f,indian
vineta,f,indian
varsha,f,indian
muskan,f,indian
sonam,f,indian
anita with her 2 children namely ramesh and siraj,f,indian
vinita,f,indian
kishmat,f,indian
sunita,f,indian
smt salina @ shasina,f,indian
komal,f,indian
vimla devi @ rani,f,indian
anjali @ nanu,f,indian
tamnna,f,indian
kiran thapa,f,indian
nishu,f,indian
bharti,f,indian
lakshmi,f,indian
shilpa,f,indian
laxmi,f,indian
sarita devi,f,indian
ishika,f,indian
priya rawat,f,indian
barkha,f,indian
kajal,f,indian
gulshtab,f,indian
suchitra,f,indian
saira bano,f,indian
durga kumari,f,indian
rajkumari,f,indian
geeta,f,indian
pooja,f,indian
kajal @ sunita,f,indian
nikky singh,f,indian
smt asha,f,indian
sabana bano urf baiesa,f,indian
pooja,f,indian
dhakhadevi,f,indian
smt. sita,f,indian
rakhi,f,indian
ambiya,f,indian
jyoti @ gudya,f,indian
premwati,f,indian
premwati,f,indian
pooja,f,indian
pinki,f,indian
nisha,f,indian
miss kanika,f,indian
nargis,f,indian
preeti devi,f,indian
aarti,f,indian
kajal,f,indian
deepali,f,indian
sushila,f,indian
ranjana mukharji,f,indian
k munni rab,f,indian
sonali,f,indian
amuda,f,indian
shakeena,f,indian
khairu nisha,f,indian
sushila,f,indian
mamata,f,indian
renu,f,indian
pinki,f,indian
resham,f,indian
kumari nenu,f,indian
kanchan balai,f,indian
sonaki devi,f,indian
shila devi,f,indian
smt. krishana devi,f,indian
smt. resham,f,indian
sudama,f,indian
pooga,f,indian
alahbasri,f,indian
ajmeri jaysmin,f,indian
jyoti,f,indian
preeti,f,indian
krishana bhandari,f,indian
anita,f,indian
arti,f,indian
sangeeta kumari,f,indian
karamjeet,f,indian
rajkumari,f,indian
smt ruby devi,f,indian
ku rube,f,indian
hina,f,indian
suman,f,indian
kajal,f,indian
shivani,f,indian
samreen,f,indian
deepika sharma,f,indian
varsha garg @ hunny m.no.-8901040854,f,indian
gaytri bai,f,indian
suman,f,indian
partibha,f,indian
renu,f,indian
sashi kala,f,indian
rajshree,f,indian
sitra,f,indian
laxmi,f,indian
kumkum,f,indian
sano devi,f,indian
aditi,f,indian
similata,f,indian
sadhna @ sabi,f,indian
rekha harijan,f,indian
jyoti,f,indian
raveena,f,indian
fareena,f,indian
farina,f,indian
roshni,f,indian
beena,f,indian
sumentra,f,indian
kumari sahista,f,indian
manju,f,indian
nanda devi,f,indian
soniya,f,indian
durga,f,indian
mukti,f,indian
manju,f,indian
poga,f,indian
gulsana,f,indian
annu,f,indian
manjeet,f,indian
bhatari,f,indian
rubi,f,indian
soni,f,indian
monika,f,indian
niranjan,f,indian
arti,f,indian
shahnaz,f,indian
deepti,f,indian
arati,f,indian
nikita,f,indian
suman,f,indian
pooja soni,f,indian
reena,f,indian
shikha,f,indian
soniya,f,indian
shiwani,f,indian
madhu,f,indian
komal,f,indian
sunita,f,indian
roshan aara begam,f,indian
neha,f,indian
neha,f,indian
yashika,f,indian
roshanara begam,f,indian
rinku d/o harvir singh,f,indian
meenu,f,indian
nasim,f,indian
smt. kushma devi,f,indian
pushpa devi,f,indian
shiba,f,indian
pavi,f,indian
sunita,f,indian
varsha,f,indian
sheela,f,indian
anjali,f,indian
gulfsa,f,indian
mona,f,indian
kherul nisha,f,indian
hina parvin,f,indian
jyoti,f,indian
pooja,f,indian
rozi,f,indian
suman,f,indian
preeti,f,indian
sanju bai,f,indian
garima,f,indian
pooja handa,f,indian
ashra kaushar,f,indian
shabana begam,f,indian
anjum,f,indian
anuradha,f,indian
aarti,f,indian
reena,f,indian
smt sushma,f,indian
arzoo,f,indian
shiva bai,f,indian
sapna,f,indian
huseni bano,f,indian
sonu,f,indian
smt.sehran,f,indian
kajal,f,indian
niru,f,indian
maya,f,indian
khusboo,f,indian
raveena,f,indian
rachna,f,indian
rinesh,f,indian
meenu bahadur,f,indian
kumari sanju,f,indian
harmit kor,f,indian
reena,f,indian
pooja,f,indian
geeta rani barman,f,indian
meena,f,indian
rena bai,f,indian
preeti,f,indian
manisha,f,indian
aanchal,f,indian
kajal,f,indian
madhuni haldar,f,indian
kanchan,f,indian
kumari manju,f,indian
nargis bano,f,indian
smt. seema pandya,f,indian
ku. neha raj,f,indian
suman rani,f,indian
anju bala @ sunaina,f,indian
sonia devi,f,indian
sunita,f,indian
nitasha,f,indian
antim,f,indian
bharti,f,indian
kajal,f,indian
divya,f,indian
sushila kapoor,f,indian
ganga,f,indian
madhu,f,indian
neha verma @ deepa,f,indian
bharti,f,indian
neetu,f,indian
rakhi,f,indian
komal,f,indian
pinki devi,f,indian
aarti,f,indian
rihana,f,indian
manisha,f,indian
juhi,f,indian
madhuri bhandari,f,indian
amina begam,f,indian
pooja devi,f,indian
kumari arti,f,indian
manisha,f,indian
manka,f,indian
manni bai,f,indian
priyanka tirki,f,indian
radhika,f,indian
jyoti,f,indian
pinki,f,indian
radha,f,indian
sushma,f,indian
laxmi,f,indian
anita devi,f,indian
amasi munda,f,indian
sandhya,f,indian
lata,f,indian
chandani urf chanda tara,f,indian
tanushri,f,indian
sapna,f,indian
komal bharti,f,indian
santosh kumari,f,indian
babli,f,indian
maya,f,indian
khushbu rani,f,indian
seema,f,indian
rani,f,indian
ramwati,f,indian
bakila w/ o ankil,f,indian
juna d/o prem bahadur,f,indian
namita,f,indian
roshni,f,indian
heena,f,indian
poonam,f,indian
soniya,f,indian
laxmi,f,indian
neelam kaur,f,indian
urwashi,f,indian
khushboo,f,indian
lisha,f,indian
rinki,f,indian
mamta bai,f,indian
madhu,f,indian
neeru,f,indian
satwanti,f,indian
neetu,f,indian
archana,f,indian
kajal,f,indian
savita,f,indian
archana,f,indian
shanu,f,indian
neelam,f,indian
seema,f,indian
namra parvez,f,indian
aasma,f,indian
dev kanwar,f,indian
munni devi,f,indian
kanta,f,indian
seeta devi,f,indian
twinkal,f,indian
doli,f,indian
vakila,f,indian
jyoti,f,indian
rani,f,indian
saneha sharma,f,indian
rajani,f,indian
arti,f,indian
harprit,f,indian
nisha devi,f,indian
gaytri bai,f,indian
ruchi,f,indian
komal,f,indian
kumari jyoti,f,indian
preety,f,indian
rani devi,f,indian
rubina jahan,f,indian
smt gulista,f,indian
pooja,f,indian
pooja,f,indian
bhavna oad,f,indian
birmadevi,f,indian
simran bhishat,f,indian
laxmi sharma,f,indian
sufia,f,indian
sapna,f,indian
barkha,f,indian
sonali urf juhi,f,indian
renu,f,indian
chahat,f,indian
sita,f,indian
krishma,f,indian
muli,f,indian
roshan,f,indian
heena,f,indian
jyoti,f,indian
lalita,f,indian
